sample_id,project_id,assembly_id,sample_name,latitude_and_longitude,location,species,data_type,download
CNS0701698,CNP0004049,CNA0057226,GOMC.bin.1235,73.76 N 8.46 E,Arctic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__JADFUQ01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701698/
CNS0704028,CNP0004049,CNA0062329,GOMC.bin.3725,20.76 S 176.19 W,Pacific Ocean,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__SZUA-242;f__SZUA-242;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704028/
CNS0706296,CNP0004049,CNA0064929,GOMC.bin.7469,38.17 S 144.44 E,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706296/
CNS0711881,CNP0004049,CNA0065633,GOMC.bin.13366,53.80 N 128.83 W,Pacific Ocean,d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__VGSZ01;g__VGSZ01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711881/
CNS0714023,CNP0004049,CNA0068426,GOMC.bin.15523,70.55 N 122.91 W,Arctic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__GM7GCV1;g__JABJGI01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714023/
CNS0701714,CNP0004049,CNA0057287,GOMC.bin.1251,73.76 N 8.46 E,Arctic Ocean,d__Bacteria;p__Actinobacteriota;c__Aquicultoria;o__SURF-47;f__SURF-47;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701714/
CNS0713816,CNP0004049,CNA0068219,GOMC.bin.15316,68.60 S 78.19 E,Southern Ocean,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713816/
CNS0701840,CNP0004049,CNA0057858,GOMC.bin.1377,73.76 N 8.46 E,Arctic Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__C00003060;f__C00003060;g__C00003060;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701840/
CNS0701641,CNP0004049,CNA0056992,GOMC.bin.1178,72.00 N 14.72 E,Arctic Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__ETH-SRB1;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701641/
CNS0703789,CNP0004049,CNA0061006,GOMC.bin.3486,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Aquificota;c__Desulfurobacteriia;o__Desulfurobacteriales;f__DQVG01;g__DQVG01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703789/
CNS0713432,CNP0004049,CNA0067835,GOMC.bin.14917,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__WOR-3;c__WOR-3;o__UBA2258;f__UBA2258;g__DSBX01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713432/
CNS0704430,CNP0004049,CNA0064514,GOMC.bin.4127,47.57 N 129.59 W,Pacific Ocean,d__Bacteria;p__Aquificota;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704430/
CNS0714513,CNP0004049,CNA0052807,GOMC.bin.16013,36.70 N 122.36 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_D;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714513/
CNS0707992,CNP0004049,CNA0064383,GOMC.bin.9165,20.76 N 58.65 E,Indian Ocean,d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Salinibacteraceae;g__Salinibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707992/
CNS0707284,CNP0004049,CNA0060701,GOMC.bin.8457,32.00 N 123.10 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707284/
CNS0705646,CNP0004049,CNA0061751,GOMC.bin.5420,34.10 N 118.29 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705646/
CNS0706242,CNP0004049,CNA0064675,GOMC.bin.7415,33.85 S 151.20 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706242/
CNS0701965,CNP0004049,CNA0058541,GOMC.bin.1502,36.61 N 122.62 W,Pacific Ocean,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__ARS49;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701965/
CNS0711902,CNP0004049,CNA0065730,GOMC.bin.13387,53.80 N 128.83 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711902/
CNS0704057,CNP0004049,CNA0062455,GOMC.bin.3754,20.76 S 176.19 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6429;f__UBA6429;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704057/
CNS0701256,CNP0004049,CNA0055801,GOMC.bin.783,18.38 N 81.80 W,Atlantic Ocean,d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_B,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701256/
CNS0710646,CNP0004049,CNA0059482,GOMC.bin.12048,36.80 N 121.80 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710646/
CNS0712515,CNP0004049,CNA0065718,GOMC.bin.14000,26.28 N 86.81 W,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__E44-bin39;o__E44-bin39;f__E44-bin39;g__E44-bin39;s__E44-bin39 sp004376375,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712515/
CNS0702864,CNP0004049,CNA0056361,GOMC.bin.2412,27.04 N 111.25 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__UBA1062;f__UBA1062;g__B14-G9;s__B14-G9 sp003643935,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702864/
CNS0708891,CNP0004049,CNA0059601,GOMC.bin.10113,35.44 N 138.26 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDJM01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708891/
CNS0712371,CNP0004049,CNA0067235,GOMC.bin.13856,48.58 N 123.50 W,Pacific Ocean,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__JABBGTR01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712371/
CNS0705143,CNP0004049,CNA0058508,GOMC.bin.4844,48.60 N 123.50 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705143/
CNS0716512,CNP0004049,CNA0054806,GOMC.bin.12181,34.64 N 77.11 W,Atlantic Ocean,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__GW2011-AR1;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716512/
CNS0710434,CNP0004049,CNA0067003,GOMC.bin.11836,81.02 N 81.58 W,Arctic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710434/
CNS0702208,CNP0004049,CNA0060008,GOMC.bin.1745,34.86 S 179.06 E,Pacific Ocean,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__JAADEL01;s__JAADEL01 sp015520875,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702208/
CNS0700649,CNP0004049,CNA0055052,GOMC.bin.153,3.80 S 152.10 E,Pacific Ocean,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA2565;f__UBA2565;g__UBA2565;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700649/
CNS0712013,CNP0004049,CNA0066165,GOMC.bin.13498,33.83 S 151.26 E,Pacific Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712013/
CNS0707248,CNP0004049,CNA0060488,GOMC.bin.8421,22.53 N 114.03 E,Indian Ocean,d__Bacteria;p__Patescibacteria;c__ABY1;o__Magasanikbacterales;f__GWA2-37-8;g__1-14-0-10-36-32;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707248/
CNS0712021,CNP0004049,CNA0066215,GOMC.bin.13506,34.07 S 151.15 E,Pacific Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0712021/
CNS0711876,CNP0004049,CNA0065612,GOMC.bin.13361,53.80 N 128.83 W,Pacific Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__AAA164-E04;g__UBA2970;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711876/
CNS0707208,CNP0004049,CNA0060267,GOMC.bin.8381,22.53 N 114.03 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707208/
CNS0704478,CNP0004049,CNA0064756,GOMC.bin.4175,47.57 N 129.59 W,Pacific Ocean,d__Archaea;p__Thermoproteota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__WALU01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704478/
CNS0702165,CNP0004049,CNA0059776,GOMC.bin.1702,34.86 S 179.06 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__S144-23;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702165/
CNS0703752,CNP0004049,CNA0060785,GOMC.bin.3449,9.78 N 104.28 W,Pacific Ocean,d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JAADFK01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703752/
CNS0703856,CNP0004049,CNA0061426,GOMC.bin.3553,37.29 N 32.28 W,Atlantic Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703856/
CNS0704997,CNP0004049,CNA0057754,GOMC.bin.4698,17.97 N 67.00 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Litoricolaceae;g__HIMB30;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704997/
CNS0704831,CNP0004049,CNA0057018,GOMC.bin.4528,72.47 N 164.53 W,Arctic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Psychromonadaceae;g__Psychromonas;s__Psychromonas sp002835995,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704831/
CNS0713176,CNP0004049,CNA0067579,GOMC.bin.14661,50.05 N 123.82 W,Pacific Ocean,d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713176/
CNS0706363,CNP0004049,CNA0065206,GOMC.bin.7536,30.21 N 114.66 W,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706363/
CNS0701707,CNP0004049,CNA0057259,GOMC.bin.1244,73.76 N 8.46 E,Arctic Ocean,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__JAAKFS01;s__JAAKFS01 sp011064965,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701707/
CNS0708337,CNP0004049,CNA0065872,GOMC.bin.9556,41.91 N 71.57 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__RGAU01;s__RGAU01 sp016779325,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708337/
CNS0709961,CNP0004049,CNA0065129,GOMC.bin.11361,66.31 S 140.43 E,Southern Ocean,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA985;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709961/
CNS0702209,CNP0004049,CNA0060015,GOMC.bin.1746,34.86 S 179.06 E,Pacific Ocean,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WAPJ01;g__WAPJ01;s__WAPJ01 sp015520785,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702209/
CNS0705027,CNP0004049,CNA0057897,GOMC.bin.4728,37.31 N 122.00 E,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__ML635J-15;g__Bact-19;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705027/
CNS0703786,CNP0004049,CNA0060992,GOMC.bin.3483,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Caminibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703786/
CNS0703770,CNP0004049,CNA0060899,GOMC.bin.3467,27.01 N 111.41 W,Pacific Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Nautiliales;f__Nautiliaceae;g__Nautilia;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703770/
CNS0710322,CNP0004049,CNA0066620,GOMC.bin.11724,44.34 N 68.06 W,Atlantic Ocean,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter_A;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710322/
CNS0700703,CNP0004049,CNA0055106,GOMC.bin.207,45.93 N 129.98 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700703/
CNS0706591,CNP0004049,CNA0057042,GOMC.bin.7764,18.82 S 147.63 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706591/
CNS0700653,CNP0004049,CNA0055056,GOMC.bin.157,3.80 S 152.10 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__GCA-2401725;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700653/
CNS0707991,CNP0004049,CNA0064378,GOMC.bin.9164,20.76 N 58.65 E,Indian Ocean,d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Rubidibacteraceae;g__Halothece;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707991/
CNS0716389,CNP0004049,CNA0054683,GOMC.bin.10515,36.50 N 25.45 E,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomarinum;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716389/
CNS0704173,CNP0004049,CNA0063096,GOMC.bin.3870,21.99 S 176.57 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__Dissulfuribacteraceae;g__Dissulfuribacter;s__Dissulfuribacter sp015494155,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704173/
CNS0707772,CNP0004049,CNA0063287,GOMC.bin.8945,29.13 N 50.18 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1280;f__JAAZVW01;g__JAAZVW01;s__JAAZVW01 sp018623135,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707772/
CNS0707457,CNP0004049,CNA0061747,GOMC.bin.8630,9.28 N 79.97 W,Atlantic Ocean,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__UBA1845;f__UTPLA1;g__ECT2AJA-110-A;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707457/
CNS0705549,CNP0004049,CNA0061154,GOMC.bin.5312,29.67 N 81.21 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp900108875,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705549/
CNS0706611,CNP0004049,CNA0057121,GOMC.bin.7784,18.82 S 147.63 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__MPNP01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706611/
CNS0700728,CNP0004049,CNA0055131,GOMC.bin.232,45.93 N 130.01 W,Pacific Ocean,d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA796;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0700728/
CNS0708959,CNP0004049,CNA0060013,GOMC.bin.10181,36.77 N 24.52 E,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708959/
CNS0713551,CNP0004049,CNA0067954,GOMC.bin.15046,36.08 N 120.31 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Croceicoccus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713551/
CNS0709983,CNP0004049,CNA0065218,GOMC.bin.11383,15.16 S 13.35 W,Atlantic Ocean,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2103;g__C7867-001;s__C7867-001 sp003230945,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709983/
CNS0708142,CNP0004049,CNA0065061,GOMC.bin.9315,20.75 N 58.66 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseicyclus;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708142/
CNS0704768,CNP0004049,CNA0056782,GOMC.bin.4465,63.43 N 10.43 E,Arctic Ocean,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Poseidonibacter;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0704768/
CNS0707373,CNP0004049,CNA0061224,GOMC.bin.8546,31.42 N 81.30 W,Atlantic Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__UBA4466 sp013373595,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707373/
CNS0713473,CNP0004049,CNA0067876,GOMC.bin.14958,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__Omnitrophota;c__Koll11;o__UBA10015;f__Kpj58rc;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713473/
CNS0705271,CNP0004049,CNA0059342,GOMC.bin.5034,27.34 S 153.56 E,Pacific Ocean,d__Bacteria;p__Firmicutes;c__Bacilli;o__JC228;f__JC228;g__L13;s__L13 sp012955605,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0705271/
CNS0707598,CNP0004049,CNA0062481,GOMC.bin.8771,18.69 N 104.42 W,Pacific Ocean,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__JACVQG01;f__JAHKAY01;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0707598/
CNS0716544,CNP0004049,CNA0054838,GOMC.bin.12213,34.64 N 77.11 W,Atlantic Ocean,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__MSB-5A5;f__SM1-73;g__SM1-73;s__SM1-73 sp001304225,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716544/
CNS0713250,CNP0004049,CNA0067653,GOMC.bin.14735,41.58 N 70.64 W,Atlantic Ocean,d__Bacteria;p__Spirochaetota;c__UBA4802;o__UBA4802;f__UBA5550;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713250/
CNS0702051,CNP0004049,CNA0059074,GOMC.bin.1588,41.77 S 176.08 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__QPIN01;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0702051/
CNS0714317,CNP0004049,CNA0068720,GOMC.bin.15817,81.57 N 16.36 W,Arctic Ocean,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__JACMLX01;s__JACMLX01 sp014377535,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0714317/
CNS0706650,CNP0004049,CNA0057270,GOMC.bin.7823,29.57 N 121.44 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__CAU-1509;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706650/
CNS0713879,CNP0004049,CNA0068282,GOMC.bin.15379,68.60 S 78.19 E,Southern Ocean,d__Bacteria;p__Marinisomatota;c__AB16;o__AB16;f__46-47;g__TCS52;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0713879/
CNS0710845,CNP0004049,CNA0060547,GOMC.bin.12330,22.48 N 113.92 E,Indian Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A;f__Rhizobiaceae_A;g__Pseudochrobactrum;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710845/
CNS0709991,CNP0004049,CNA0065249,GOMC.bin.11391,15.16 S 13.35 W,Atlantic Ocean,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0709991/
CNS0716285,CNP0004049,CNA0054579,GOMC.bin.9445,34.39 N 119.85 W,Pacific Ocean,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0716285/
CNS0711993,CNP0004049,CNA0066094,GOMC.bin.13478,23.55 N 117.24 E,Indian Ocean,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__BMS3Bbin05;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711993/
CNS0710152,CNP0004049,CNA0065934,GOMC.bin.11554,51.64 N 9.71 W,Atlantic Ocean,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__;g__;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0710152/
CNS0708922,CNP0004049,CNA0059785,GOMC.bin.10144,36.77 N 24.52 E,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__Bin65;g__Bin65;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0708922/
CNS0711532,CNP0004049,CNA0064103,GOMC.bin.13017,15.16 S 13.35 W,Atlantic Ocean,d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Victivallales;f__SZUA-371;g__SZUA-371;s__SZUA-371 sp003246475,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0711532/
CNS0703877,CNP0004049,CNA0061547,GOMC.bin.3574,37.29 N 32.28 W,Atlantic Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0703877/
CNS0706250,CNP0004049,CNA0064733,GOMC.bin.7423,38.00 N 147.15 E,Pacific Ocean,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Oleispira;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0706250/
CNS0701021,CNP0004049,CNA0055424,GOMC.bin.548,45.93 N 129.98 W,Pacific Ocean,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonauticaceae;g__Ax17;s__,Public,https://ftp.cngb.org/pub/CNSA/data2/CNP0004049/CNS0701021/
